Title,Filename,URL,Unique Downloads,Total Downloads
MVP_Show_Episode_207_Tatiana_Pupko.mp3,MVP_Show_Episode_207_Tatiana_Pupko.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_207_Tatiana_Pupko.mp3,282,421
MVP_Show_Episode_205_Stefan_Strube.mp3,MVP_Show_Episode_205_Stefan_Strube.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_205_Stefan_Strube.mp3,284,439
Power_Platfrom_Show_Episode_206_Robbie_Baxter.mp3,Power_Platfrom_Show_Episode_206_Robbie_Baxter.mp3,http://content.blubrry.com/nz365guy/Power_Platfrom_Show_Episode_206_Robbie_Baxter.mp3,279,405
Power_365_Show_Episode_200_Stuart_Ridout.mp3,Power_365_Show_Episode_200_Stuart_Ridout.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_200_Stuart_Ridout.mp3,335,596
MVP_Show_Episode_203_Tomasz_Poszytek.mp3,MVP_Show_Episode_203_Tomasz_Poszytek.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_203_Tomasz_Poszytek.mp3,294,441
MVP_Show_Episode_201_Sukrut_Parab.mp3,MVP_Show_Episode_201_Sukrut_Parab.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_201_Sukrut_Parab.mp3,303,488
Power_365_Show_Episode_196_Srikumar_Nair.mp3,Power_365_Show_Episode_196_Srikumar_Nair.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_365_Show_Episode_196_Srikumar_Nair.mp3,313,605
MVP_Show_Episode_199_Andre_Arnaud_de_Calavon.mp3,MVP_Show_Episode_199_Andre_Arnaud_de_Calavon.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_199_Andre_Arnaud_de_Calavon.mp3,318,506
Power_365_Show_Episode_192_Amit_Sivan.mp3,Power_365_Show_Episode_192_Amit_Sivan.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_365_Show_Episode_192_Amit_Sivan.mp3,297,510
MVP_Show_Episode_197_Mohammad_Reza_Dorrani.mp3,MVP_Show_Episode_197_Mohammad_Reza_Dorrani.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_197_Mohammad_Reza_Dorrani.mp3,278,433
Power_Platform_Show_Episode_198_Brad_Koontz.mp3,Power_Platform_Show_Episode_198_Brad_Koontz.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_198_Brad_Koontz.mp3,286,470
Power_Platform_Show_Episode_202_Emma_D_Arcy.mp3,Power_Platform_Show_Episode_202_Emma_D_Arcy.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_202_Emma_D_Arcy.mp3,295,467
Power_365_Show_Episode_188_Greg_Hurlman.mp3,Power_365_Show_Episode_188_Greg_Hurlman.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_188_Greg_Hurlman.mp3,323,581
MVP_Show_Episode_195_Kelly_Kane.mp3,MVP_Show_Episode_195_Kelly_Kane.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_195_Kelly_Kane.mp3,298,448
MVP_Show_Episode_193_Justin_Carter.mp3,MVP_Show_Episode_193_Justin_Carter.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_193_Justin_Carter.mp3,302,460
MVP_Show_Episode_191_Dr_Ludwig_Reinhard.mp3,MVP_Show_Episode_191_Dr_Ludwig_Reinhard.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_191_Dr_Ludwig_Reinhard.mp3,317,511
Power_365_Show_Episode_184_Maya_Dumesh.mp3,Power_365_Show_Episode_184_Maya_Dumesh.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_184_Maya_Dumesh.mp3,312,554
MVP_Show_Episode_189_Rebekka_Aalbers.mp3,MVP_Show_Episode_189_Rebekka_Aalbers.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_189_Rebekka_Aalbers.mp3,317,505
MVP_Show_Episode_189_Rebecca_Aalbers.mp3,MVP_Show_Episode_189_Rebecca_Aalbers.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_189_Rebecca_Aalbers.mp3,0,2
Power_Platform_Show_Episode_194_Paddy_Byrne.mp3,Power_Platform_Show_Episode_194_Paddy_Byrne.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_194_Paddy_Byrne.mp3,319,566
MVP_Show_Episode_187_Andrew_Welch.mp3,MVP_Show_Episode_187_Andrew_Welch.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_187_Andrew_Welch.mp3,329,528
Power_Platform_Show_Episode_186_Hamish_Shield.mp3,Power_Platform_Show_Episode_186_Hamish_Shield.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_186_Hamish_Shield.mp3,332,603
Power_Platform_Show_Episode_190_Chuck_Ingram.mp3,Power_Platform_Show_Episode_190_Chuck_Ingram.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_190_Chuck_Ingram.mp3,317,560
MVP_Show_Episode_185_Eickhel_Mendoza.mp3,MVP_Show_Episode_185_Eickhel_Mendoza.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_185_Eickhel_Mendoza.mp3,326,505
MVP_Show_Episode_183_Ed_Gonzales.mp3,MVP_Show_Episode_183_Ed_Gonzales.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_183_Ed_Gonzales.mp3,317,482
Power_Platform_Show_Episode_182_Kevin_Francis.mp3,Power_Platform_Show_Episode_182_Kevin_Francis.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_182_Kevin_Francis.mp3,326,487
Power_365_Show_Episode_180_Janet_Robb.mp3,Power_365_Show_Episode_180_Janet_Robb.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_180_Janet_Robb.mp3,363,665
MVP_Show_Episode_179_James_Crowter.mp3,MVP_Show_Episode_179_James_Crowter.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_179_James_Crowter.mp3,380,577
MVP_Show_Episode_181_Alex_Meyer.mp3,MVP_Show_Episode_181_Alex_Meyer.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_181_Alex_Meyer.mp3,342,502
Power_Platform_Show_Episode_178_Vicky_Rodgers.mp3,Power_Platform_Show_Episode_178_Vicky_Rodgers.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_178_Vicky_Rodgers.mp3,361,644
MVP_Show_Episode_177_Andrey_Baludin.mp3,MVP_Show_Episode_177_Andrey_Baludin.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_177_Andrey_Baludin.mp3,363,560
Power_365_Show_Episode_176_Ashvini_Sharma.mp3,Power_365_Show_Episode_176_Ashvini_Sharma.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_365_Show_Episode_176_Ashvini_Sharma.mp3,378,703
MVP_Show_Episode_175_Aaron_Back.mp3,MVP_Show_Episode_175_Aaron_Back.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_175_Aaron_Back.mp3,344,549
Power_Platform_Show_Episode_174_David_Kohar.mp3,Power_Platform_Show_Episode_174_David_Kohar.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_174_David_Kohar.mp3,388,721
Power_365_Show_Episode_170_Satish_Thomas.mp3,Power_365_Show_Episode_170_Satish_Thomas.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_170_Satish_Thomas.mp3,355,668
MVP_Show_Episode_173_Colin_Vermander.mp3,MVP_Show_Episode_173_Colin_Vermander.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_173_Colin_Vermander.mp3,353,566
Power_Platfrom_Show_Episode_172_Eric_Mckinney.mp3,Power_Platfrom_Show_Episode_172_Eric_Mckinney.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_Platfrom_Show_Episode_172_Eric_Mckinney.mp3,367,683
MVP_Show_Episode_171_Steven_Weaver.mp3,MVP_Show_Episode_171_Steven_Weaver.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_171_Steven_Weaver.mp3,343,514
Power_Platform_Show_Episode_168_David_Gersten.mp3,Power_Platform_Show_Episode_168_David_Gersten.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_168_David_Gersten.mp3,355,665
MVP_Show_Episode_169_Kunal_Tripathy.mp3,MVP_Show_Episode_169_Kunal_Tripathy.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_169_Kunal_Tripathy.mp3,346,548
MVP_Show_Episode_167_Aung_Khaing.mp3,MVP_Show_Episode_167_Aung_Khaing.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_167_Aung_Khaing.mp3,356,666
Power_365_Show_Episode_166_Michael_Vakoc.mp3,Power_365_Show_Episode_166_Michael_Vakoc.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_166_Michael_Vakoc.mp3,369,701
Power_Platform_Show_Episode_164_Peter_Linke.mp3,Power_Platform_Show_Episode_164_Peter_Linke.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_164_Peter_Linke.mp3,338,596
MVP_Show_Episode_165_Nicholas_Hayduk.mp3,MVP_Show_Episode_165_Nicholas_Hayduk.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_165_Nicholas_Hayduk.mp3,330,528
MVP_Show_Episode_163_Olena_Grischendo.mp3,MVP_Show_Episode_163_Olena_Grischendo.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_163_Olena_Grischendo.mp3,350,570
Hayden_Stafford_on_the_Power_365_Show.mp3,Hayden_Stafford_on_the_Power_365_Show.mp3,http://content.blubrry.com/nz365guy/Hayden_Stafford_on_the_Power_365_Show.mp3,357,739
Power_Platform_Show_Episode_160_Simon_Owen.mp3,Power_Platform_Show_Episode_160_Simon_Owen.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_160_Simon_Owen.mp3,367,714
Power_365_Show_Episode_152_Judd_Salisbury_1.mp3,Power_365_Show_Episode_152_Judd_Salisbury_1.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_152_Judd_Salisbury_1.mp3,322,467
MVP_Show_Episode_161_Beth_Burrell.mp3,MVP_Show_Episode_161_Beth_Burrell.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_161_Beth_Burrell.mp3,338,564
Mvp_Show_Episode_159_Kylie_Kiser.mp3,Mvp_Show_Episode_159_Kylie_Kiser.mp3,http://content.blubrry.com/nz365guy/Mvp_Show_Episode_159_Kylie_Kiser.mp3,306,471
MVP_Show_Episode_157_Paul_O_Flaherty.mp3,MVP_Show_Episode_157_Paul_O_Flaherty.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_157_Paul_O_Flaherty.mp3,343,483
Power_365_Show_Episode_156_Audrie_Gordon.mp3,Power_365_Show_Episode_156_Audrie_Gordon.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_156_Audrie_Gordon.mp3,369,648
Power_Platform_Show_Episode_154_Beth_Burell.mp3,Power_Platform_Show_Episode_154_Beth_Burell.mp3,http://content.blubrry.com/nz365guy/Power_Platform_Show_Episode_154_Beth_Burell.mp3,317,502
Power_365_Show_Episode_158_John_Gravely.mp3,Power_365_Show_Episode_158_John_Gravely.mp3,http://Power_365_Show_Episode_158_John_Gravely.mp3,219,246
MVP_Show_Episode_155_Joel_Lindstrom.mp3,MVP_Show_Episode_155_Joel_Lindstrom.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_155_Joel_Lindstrom.mp3,325,529
MVP_Show_Episode_153_Antonio_Gilabert.mp3,MVP_Show_Episode_153_Antonio_Gilabert.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_153_Antonio_Gilabert.mp3,345,566
MVP_SHow_Episode_151_Leon_Tribe.mp3,MVP_SHow_Episode_151_Leon_Tribe.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_SHow_Episode_151_Leon_Tribe.mp3,316,484
Power_Platform_Show_Episode_150_Anton_Sj_stedt_and_Johan_Adenmark.mp3,Power_Platform_Show_Episode_150_Anton_Sj_stedt_and_Johan_Adenmark.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_Platform_Show_Episode_150_Anton_Sj_stedt_and_Johan_Adenmark.mp3,319,544
Ewan_Dalton_on_the_Power_365_Show.mp3,Ewan_Dalton_on_the_Power_365_Show.mp3,http://content.blubrry.com/nz365guy/Ewan_Dalton_on_the_Power_365_Show.mp3,321,534
MVP_Show_Episode_149_Ivan_Ficko.mp3,MVP_Show_Episode_149_Ivan_Ficko.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_149_Ivan_Ficko.mp3,335,534
Episode_147_Christopher_Cognetta.mp3,Episode_147_Christopher_Cognetta.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Episode_147_Christopher_Cognetta.mp3,334,567
Dynamics_365_Show_Episode_146_Kathrine_Hogseth.mp3,Dynamics_365_Show_Episode_146_Kathrine_Hogseth.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Dynamics_365_Show_Episode_146_Kathrine_Hogseth.mp3,344,601
Daniel_Hunter_Jeff_Hall_and_Rob_Nehrbas_on_the_Power_365_Show.mp3,Daniel_Hunter_Jeff_Hall_and_Rob_Nehrbas_on_the_Power_365_Show.mp3,http://content.blubrry.com/nz365guy/Daniel_Hunter_Jeff_Hall_and_Rob_Nehrbas_on_the_Power_365_Show.mp3,327,585
Dynamics_365_Practice_Show_Episode_142_Aaron_Elder.mp3,Dynamics_365_Practice_Show_Episode_142_Aaron_Elder.mp3,http://content.blubrry.com/nz365guy/Dynamics_365_Practice_Show_Episode_142_Aaron_Elder.mp3,319,600
MVP_Show_Episode_145_Vivek_Bavishi.mp3,MVP_Show_Episode_145_Vivek_Bavishi.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_145_Vivek_Bavishi.mp3,346,614
MVP_Show_Episode_143_Shawn_Tabor.mp3,MVP_Show_Episode_143_Shawn_Tabor.mp3,http://content.blubrry.com/nz365guy/MVP_Show_Episode_143_Shawn_Tabor.mp3,347,558
Power_365_Show_Episode_140_Dileep_Singh.mp3,Power_365_Show_Episode_140_Dileep_Singh.mp3,http://content.blubrry.com/nz365guy/Power_365_Show_Episode_140_Dileep_Singh.mp3,366,748
Episode_141_Sergio_Macias.mp3,Episode_141_Sergio_Macias.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Episode_141_Sergio_Macias.mp3,340,526
Episode_139_Megan_V_Walker.mp3,Episode_139_Megan_V_Walker.mp3,http://content.blubrry.com/nz365guy/Episode_139_Megan_V_Walker.mp3,327,562
Episode_137_Malin_Donoso_Martnes.mp3,Episode_137_Malin_Donoso_Martnes.mp3,http://content.blubrry.com/nz365guy/Episode_137_Malin_Donoso_Martnes.mp3,307,523
Power_365_Show_Episode_136_Sameer_Bhangar_and_Saurabh_Pant.mp3,Power_365_Show_Episode_136_Sameer_Bhangar_and_Saurabh_Pant.mp3,http://Power_365_Show_Episode_136_Sameer_Bhangar_and_Saurabh_Pant.mp3,359,422
Dynamics_365_Episode_134_Lucy_Muscat.mp3,Dynamics_365_Episode_134_Lucy_Muscat.mp3,http://content.blubrry.com/nz365guy/Dynamics_365_Episode_134_Lucy_Muscat.mp3,305,617
MVP_Show_Episode_135_Jason_Cosman.mp3,MVP_Show_Episode_135_Jason_Cosman.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_135_Jason_Cosman.mp3,307,554
Dynamics_365_Episode_138_Jackie_Simens.mp3,Dynamics_365_Episode_138_Jackie_Simens.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Dynamics_365_Episode_138_Jackie_Simens.mp3,315,575
MVP_Show_Episode_133_Sara_Lagerquist.mp3,MVP_Show_Episode_133_Sara_Lagerquist.mp3,/nz365guy/MVP_Show_Episode_133_Sara_Lagerquist.mp3,273,525
Power_365_Show_Episode_132_James_Oleinik.mp3,Power_365_Show_Episode_132_James_Oleinik.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_365_Show_Episode_132_James_Oleinik.mp3,279,614
Dynamics_365_Show_Episode_130_Sug_Sahadevan.mp3,Dynamics_365_Show_Episode_130_Sug_Sahadevan.mp3,/nz365guy/Dynamics_365_Show_Episode_130_Sug_Sahadevan.mp3,251,557
Jon_Levesque_on_the_Power_365_Show.mp3,Jon_Levesque_on_the_Power_365_Show.mp3,/nz365guy/Jon_Levesque_on_the_Power_365_Show.mp3,296,717
MVP_Show_Episode_131_Jukka_Niiranen.mp3,MVP_Show_Episode_131_Jukka_Niiranen.mp3,/nz365guy/MVP_Show_Episode_131_Jukka_Niiranen.mp3,262,578
Episode_129_Abraham_Saldana.mp3,Episode_129_Abraham_Saldana.mp3,/nz365guy/Episode_129_Abraham_Saldana.mp3,255,524
Dynamics_365_Show_Episode_126_Dani_Kahil.mp3,Dynamics_365_Show_Episode_126_Dani_Kahil.mp3,/nz365guy/Dynamics_365_Show_Episode_126_Dani_Kahil.mp3,274,722
MVP_Show_Episode_127_Keith_Whatling.mp3,MVP_Show_Episode_127_Keith_Whatling.mp3,/nz365guy/MVP_Show_Episode_127_Keith_Whatling.mp3,258,550
MVP_Show_Episode_125_Demian_Raschkovan.mp3,MVP_Show_Episode_125_Demian_Raschkovan.mp3,/nz365guy/MVP_Show_Episode_125_Demian_Raschkovan.mp3,232,487
Power_365_Show_Episode_124_Arun_Ulagaratchagan.mp3,Power_365_Show_Episode_124_Arun_Ulagaratchagan.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/Power_365_Show_Episode_124_Arun_Ulagaratchagan.mp3,268,634
Power_365_Show_Episode_120_Cecilia_Flombaum.mp3,Power_365_Show_Episode_120_Cecilia_Flombaum.mp3,/nz365guy/Power_365_Show_Episode_120_Cecilia_Flombaum.mp3,219,468
Dynamics_365_Episode_122_Andrew_Welch.mp3,Dynamics_365_Episode_122_Andrew_Welch.mp3,/nz365guy/Dynamics_365_Episode_122_Andrew_Welch.mp3,243,618
MVP_Show_Episode_123_James_Novak.mp3,MVP_Show_Episode_123_James_Novak.mp3,http://media.blubrry.com/nz365guy/content.blubrry.com/nz365guy/MVP_Show_Episode_123_James_Novak.mp3,242,483
MVP_Show_Episode_121_Daryl_Labar.mp3,MVP_Show_Episode_121_Daryl_Labar.mp3,/nz365guy/MVP_Show_Episode_121_Daryl_Labar.mp3,214,452
Dynamics_365_Episode_118_Leah_Quartano.mp3,Dynamics_365_Episode_118_Leah_Quartano.mp3,/nz365guy/Dynamics_365_Episode_118_Leah_Quartano.mp3,223,479
MVP_Show_Episode_119_Gustaf_Westerlund.mp3,MVP_Show_Episode_119_Gustaf_Westerlund.mp3,/nz365guy/MVP_Show_Episode_119_Gustaf_Westerlund.mp3,220,464
Power_365_Show_Episode_116_Sameer_Bhangar.mp3,Power_365_Show_Episode_116_Sameer_Bhangar.mp3,/nz365guy/Power_365_Show_Episode_116_Sameer_Bhangar.mp3,242,597
Episode_117_Andrew_Ly.mp3,Episode_117_Andrew_Ly.mp3,/nz365guy/Episode_117_Andrew_Ly.mp3,230,496
Dynamics_365_Episode_114_Dan_Lammot.mp3,Dynamics_365_Episode_114_Dan_Lammot.mp3,/nz365guy/Dynamics_365_Episode_114_Dan_Lammot.mp3,214,537
MVP_Show_Episode_115_Neil_Benson.mp3,MVP_Show_Episode_115_Neil_Benson.mp3,/nz365guy/MVP_Show_Episode_115_Neil_Benson.mp3,208,453
Dynamics_365_-_Episode_114_-_Dan_Lammot.mp3,Dynamics_365_-_Episode_114_-_Dan_Lammot.mp3,http://Dynamics_365_-_Episode_114_-_Dan_Lammot.mp3,1,1
MVP_Show_Episode_113_Mariano_Gomez.mp3,MVP_Show_Episode_113_Mariano_Gomez.mp3,/nz365guy/MVP_Show_Episode_113_Mariano_Gomez.mp3,213,444
MVP_Show_-_Episode_113_-_Mariano_Gomez.mp3,MVP_Show_-_Episode_113_-_Mariano_Gomez.mp3,http://MVP_Show_-_Episode_113_-_Mariano_Gomez.mp3,1,1
Power_365_Show_Episode_111-Steven_Guggenheimer_on_AI_Opportunities_for_Microsoft_ISVs.mp3,Power_365_Show_Episode_111-Steven_Guggenheimer_on_AI_Opportunities_for_Microsoft_ISVs.mp3,/nz365guy/Power_365_Show_Episode_111-Steven_Guggenheimer_on_AI_Opportunities_for_Microsoft_ISVs.mp3,190,465
Power_365_Show_Episode_111_-_Steven_Guggenheimer_on_AI_Opportunities_for_Microsoft_ISVs.mp3,Power_365_Show_Episode_111_-_Steven_Guggenheimer_on_AI_Opportunities_for_Microsoft_ISVs.mp3,http://Power_365_Show_Episode_111_-_Steven_Guggenheimer_on_AI_Opportunities_for_Microsoft_ISVs.mp3,1,1
MVP_show-episode_110-Julien_Miquel.mp3,MVP_show-episode_110-Julien_Miquel.mp3,/nz365guy/MVP_show-episode_110-Julien_Miquel.mp3,199,458
MVP_show_-_episode_110_-_Julien_Miquel.mp3,MVP_show_-_episode_110_-_Julien_Miquel.mp3,http://MVP_show_-_episode_110_-_Julien_Miquel.mp3,1,1
Dynamics_365_Show-Episode_109-Moacyr_Galo_Jr.mp3,Dynamics_365_Show-Episode_109-Moacyr_Galo_Jr.mp3,http://content.blubrry.com/nz365guy/Dynamics_365_Show-Episode_109-Moacyr_Galo_Jr.mp3,190,496
Dynamics_365_Show_-_Episode_109_-_Moacyr_Galo_Jr.mp3,Dynamics_365_Show_-_Episode_109_-_Moacyr_Galo_Jr.mp3,http://Dynamics_365_Show_-_Episode_109_-_Moacyr_Galo_Jr.mp3,3,5
MPV_Show-Episode_108-Daniel_Christian.mp3,MPV_Show-Episode_108-Daniel_Christian.mp3,/nz365guy/MPV_Show-Episode_108-Daniel_Christian.mp3,414,821
_Power_365_Show-Episode_103-Manuela_Pichler.mp3,_Power_365_Show-Episode_103-Manuela_Pichler.mp3,/nz365guy/_Power_365_Show-Episode_103-Manuela_Pichler.mp3,229,521
MVP_Show_Episode_106-Stefano_Tempesta_on_MVP_Show.mp3,MVP_Show_Episode_106-Stefano_Tempesta_on_MVP_Show.mp3,/nz365guy/MVP_Show_Episode_106-Stefano_Tempesta_on_MVP_Show.mp3,184,405
Dynamics_365_Practice_Show_Episode_105_Leading_a_Tech_Community_The_Windows_Insider_Program_with_Dona_Sarkar.mp3,Dynamics_365_Practice_Show_Episode_105_Leading_a_Tech_Community_The_Windows_Insider_Program_with_Dona_Sarkar.mp3,/nz365guy/Dynamics_365_Practice_Show_Episode_105_Leading_a_Tech_Community_The_Windows_Insider_Program_with_Dona_Sarkar.mp3,188,415
MVP_Show_Episode_104-David_Jennaway_on_MVP_Show.mp3,MVP_Show_Episode_104-David_Jennaway_on_MVP_Show.mp3,/nz365guy/MVP_Show_Episode_104-David_Jennaway_on_MVP_Show.mp3,180,395
